Order ID,Order Date,Customer ID,Product Name,Category,Region,Sales,Profit
US-2017-120418,2017-11-06,BC-11125,Fellowes Officeware Wire Shelving,Office Supplies,West,215.592,-48.5082
CA-2017-152695,2017-10-12,CC-12220,Convenience Packs of Business Envelopes,Office Supplies,East,10.86,5.1042
CA-2017-152695,2017-10-12,CC-12220,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,East,426.79,123.7691
CA-2016-137736,2016-10-11,DC-13285,Newell 315,Office Supplies,South,41.86,10.465
CA-2017-109701,2017-02-12,AM-10360,3-ring staple pack,Office Supplies,West,9.024,3.1584
CA-2017-109701,2017-02-12,AM-10360,Satellite Sectional Post Binders,Office Supplies,West,69.456,22.5732
CA-2017-109701,2017-02-12,AM-10360,"Wirebound Message Book, 4 per Page",Office Supplies,West,10.86,5.3214
CA-2017-109701,2017-02-12,AM-10360,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,West,79.47,22.2516
CA-2017-109701,2017-02-12,AM-10360,Prang Dustless Chalk Sticks,Office Supplies,West,10.08,5.04
CA-2017-123659,2017-10-02,MN-17935,HP Office Recycled Paper (20Lb. and 87 Bright),Office Supplies,East,23.12,11.3288
CA-2017-155152,2017-07-07,MP-17965,Hypercom P1300 Pinpad,Technology,East,252.0,93.24
CA-2016-159940,2016-07-07,BF-11020,Flat Face Poster Frame,Furniture,Central,60.288,-27.1296
CA-2016-159940,2016-07-07,BF-11020,Acco Hot Clips Clips to Go,Office Supplies,Central,2.632,0.8225
CA-2016-159940,2016-07-07,BF-11020,Tops Wirebound Message Log Books,Office Supplies,Central,23.688,7.6986
CA-2016-159940,2016-07-07,BF-11020,Global Ergonomic Managers Chair,Furniture,Central,253.372,-14.4784
CA-2015-148628,2015-06-12,KM-16375,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,West,32.75,15.065
CA-2016-118052,2016-06-05,BE-11455,Advantus T-Pin Paper Clips,Office Supplies,East,7.216,1.7138
CA-2016-118052,2016-06-05,BE-11455,Xerox 1951,Office Supplies,East,49.568,15.49
CA-2016-118052,2016-06-05,BE-11455,DAX Solid Wood Frames,Furniture,East,54.712,11.6263
CA-2015-145065,2015-12-12,DK-13375,Staples,Office Supplies,West,7.86,3.6156
CA-2015-145065,2015-12-12,DK-13375,Recycled Premium Regency Composition Covers,Office Supplies,West,24.448,8.8624
US-2015-127040,2015-06-12,SG-20605,Xerox 219,Office Supplies,East,6.48,3.1104
US-2015-127040,2015-06-12,SG-20605,Xerox 1903,Office Supplies,East,41.86,20.5114
US-2015-127040,2015-06-12,SG-20605,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,East,1619.91,97.1946
US-2015-127040,2015-06-12,SG-20605,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,East,113.92,42.1504
CA-2017-147361,2017-09-09,SB-20290,Fellowes Officeware Wire Shelving,Office Supplies,South,628.81,12.5762
CA-2017-147361,2017-09-09,SB-20290,X-Rack File for Hanging Folders,Office Supplies,South,56.45,14.677
CA-2017-145877,2017-01-04,AS-10090,Hanging Personal Folder File,Office Supplies,Central,94.2,23.55
CA-2017-145877,2017-01-04,AS-10090,Staple envelope,Office Supplies,Central,28.4,13.348
CA-2017-108574,2017-07-10,MG-18145,Logitech G19 Programmable Gaming Keyboard,Technology,West,1115.91,200.8638
CA-2017-108574,2017-07-10,MG-18145,Motorola HK250 Universal Bluetooth Headset,Technology,West,128.744,-28.9674
CA-2017-108574,2017-07-10,MG-18145,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,West,79.92,26.973
CA-2014-162684,2014-01-08,AS-10630,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",Office Supplies,East,5.68,1.917
CA-2015-142041,2015-07-06,EM-13810,3-ring staple pack,Office Supplies,West,7.52,2.632
CA-2014-151295,2014-12-11,JA-15970,Xerox 1974,Office Supplies,West,11.96,5.8604
CA-2014-151295,2014-12-11,JA-15970,Bevis Boat-Shaped Conference Table,Furniture,West,629.064,31.4532
CA-2015-146087,2015-06-07,PP-18955,Bush Mission Pointe Library,Furniture,East,301.96,60.392
CA-2017-168655,2017-12-10,ML-18040,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,West,595.0,95.2
CA-2017-168655,2017-12-10,ML-18040,GBC Twin Loop Wire Binding Elements,Office Supplies,West,79.872,29.952
CA-2017-159597,2017-09-11,MC-17590,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Office Supplies,West,63.56,3.178
CA-2017-159597,2017-09-11,MC-17590,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,West,99.99,43.9956
CA-2016-169922,2016-11-06,MZ-17515,Computer Printout Index Tabs,Office Supplies,Central,1.344,-2.1504
CA-2016-169922,2016-11-06,MZ-17515,GBC Wire Binding Combs,Office Supplies,Central,8.272,-13.6488
CA-2016-169922,2016-11-06,MZ-17515,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Central,12.544,-9.0944
CA-2017-140053,2017-03-07,CA-12265,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,West,545.85,114.6285
CA-2016-140207,2016-05-11,CS-12400,Cardinal Holdit Data Disk Pockets,Office Supplies,West,29.12,9.828
CA-2015-142419,2015-11-07,SC-20380,Xerox 1896,Office Supplies,West,29.97,13.4865
CA-2015-142419,2015-11-07,SC-20380,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,West,98.352,34.4232
CA-2017-148691,2017-03-12,CS-12460,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,East,83.92,29.372
CA-2017-148691,2017-03-12,CS-12460,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,East,14.624,5.1184
CA-2017-148691,2017-03-12,CS-12460,AT&T 1080 Corded phone,Technology,East,136.99,36.9873
CA-2017-148691,2017-03-12,CS-12460,Avery 520,Office Supplies,East,3.15,1.512
CA-2017-128755,2017-04-05,MK-18160,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,South,9.11,4.0995
CA-2017-128755,2017-04-05,MK-18160,Letter Size Cart,Office Supplies,South,571.44,165.7176
CA-2017-128755,2017-04-05,MK-18160,Xerox 23,Office Supplies,South,32.4,15.552
CA-2017-128755,2017-04-05,MK-18160,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Office Supplies,South,16.91,4.5657
CA-2016-114972,2016-03-11,PF-19225,Global Deluxe High-Back Office Chair in Storm,Furniture,West,217.584,-29.9178
CA-2016-114972,2016-03-11,PF-19225,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,West,82.95,29.0325
CA-2016-114972,2016-03-11,PF-19225,Avery 50,Office Supplies,West,87.71,41.2237
CA-2016-114972,2016-03-11,PF-19225,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,Office Supplies,West,1101.48,429.5772
CA-2017-102750,2017-04-09,GM-14695,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,West,1322.352,-99.1764
CA-2015-104514,2015-02-01,CB-12535,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,East,85.52,22.2352
CA-2015-104514,2015-02-01,CB-12535,Newell 313,Office Supplies,East,9.84,2.6568
CA-2015-104514,2015-02-01,CB-12535,Xerox 1959,Office Supplies,East,20.04,9.6192
CA-2015-141040,2015-09-10,TB-21250,Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,East,631.96,303.3408
CA-2015-141040,2015-09-10,TB-21250,Xerox 1895,Office Supplies,East,23.92,10.764
CA-2016-146206,2016-10-09,KT-16480,KI Adjustable-Height Table,Furniture,Central,300.93,-34.392
CA-2016-146206,2016-10-09,KT-16480,Polycom VVX 310 VoIP phone,Technology,Central,719.96,53.997
CA-2015-120397,2015-02-07,RB-19435,Belkin 8 Outlet Surge Protector,Office Supplies,Central,32.784,-85.2384
CA-2017-163902,2017-02-03,MY-17380,Panasonic KX TS3282B Corded phone,Technology,West,196.776,14.7582
CA-2017-163902,2017-02-03,MY-17380,Logitech G13 Programmable Gameboard with LCD Display,Technology,West,479.94,52.7934
CA-2017-155089,2017-02-12,DB-12910,"Premier Elliptical Ring Binder, Black",Office Supplies,South,45.66,-33.484
CA-2016-124506,2016-11-11,BB-11545,Belkin F8E887 USB Wired Ergonomic Keyboard,Technology,Central,95.968,1.1996
CA-2016-124506,2016-11-11,BB-11545,Global Chrome Stack Chair,Furniture,Central,47.992,-2.0568
CA-2014-106572,2014-05-09,NP-18700,Economy Rollaway Files,Office Supplies,East,264.32,19.824
CA-2017-123134,2017-02-05,DW-13585,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,East,129.93,12.993
CA-2015-124541,2015-06-04,TT-21220,Newell 312,Office Supplies,Central,42.048,5.256
CA-2015-124541,2015-06-04,TT-21220,Maxell 4.7GB DVD-RW 3/Pack,Technology,Central,25.488,4.4604
CA-2015-124541,2015-06-04,TT-21220,Ibico Covers for Plastic or Wire Binding Elements,Office Supplies,Central,6.9,-12.075
CA-2015-124541,2015-06-04,TT-21220,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Central,9.648,-16.884
CA-2015-124541,2015-06-04,TT-21220,Xerox 1949,Office Supplies,Central,7.968,2.8884
CA-2015-143238,2015-06-09,LO-17170,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,West,46.32,18.0648
US-2016-114174,2016-08-09,AP-10720,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,East,173.94,13.9152
US-2016-114174,2016-08-09,AP-10720,Avery 52,Office Supplies,East,14.76,6.9372
US-2016-126844,2016-08-10,BW-11110,Contemporary Wood/Metal Frame,Furniture,Central,51.712,-32.32
CA-2017-123967,2017-01-11,SF-20200,GBC Standard Plastic Binding Systems' Combs,Office Supplies,West,25.12,7.85
CA-2017-123967,2017-01-11,SF-20200,Hon 94000 Series Round Tables,Furniture,West,2665.62,239.9058
CA-2017-148929,2017-07-09,SP-20620,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,East,478.08,133.8624
CA-2016-155845,2016-12-08,CM-12235,Logitech diNovo Edge Keyboard,Technology,Central,1399.944,52.4979
CA-2017-145128,2017-09-07,SM-20320,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Central,526.45,31.587
CA-2015-121041,2015-03-11,CS-12250,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Central,6.608,2.1476
CA-2016-137729,2016-05-05,BF-11005,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,West,5.98,1.0166
CA-2016-137729,2016-05-05,BF-11005,Cisco Small Business SPA 502G VoIP phone,Technology,West,246.168,21.5397
US-2016-115455,2016-08-09,SE-20110,"Executive Impressions 12"" Wall Clock",Furniture,Central,14.136,-7.7748
US-2016-115455,2016-08-09,SE-20110,Bretford CR8500 Series Meeting Room Furniture,Furniture,Central,601.47,-300.735
CA-2016-165848,2016-04-06,EN-13780,Easy-staple paper,Office Supplies,East,14.94,7.0218
CA-2016-165848,2016-04-06,EN-13780,Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,East,1349.85,364.4595
CA-2016-165848,2016-04-06,EN-13780,Sauder Inglewood Library Bookcases,Furniture,East,136.784,5.1294
CA-2016-165848,2016-04-06,EN-13780,"Linden 10"" Round Wall Clock, Black",Furniture,East,61.12,20.7808
CA-2016-154053,2016-04-03,MG-17890,Berol Giant Pencil Sharpener,Office Supplies,West,16.99,4.9271
CA-2017-147942,2017-01-04,MS-17365,Avery 498,Office Supplies,West,5.78,2.7166
CA-2017-147942,2017-01-04,MS-17365,Fellowes Binding Cases,Office Supplies,West,121.68,38.025
CA-2014-164861,2014-03-12,MC-17635,Xerox 214,Office Supplies,Central,25.92,12.4416
CA-2015-168186,2015-10-09,AB-10150,Xerox 1952,Office Supplies,Central,14.94,7.0218
CA-2015-116750,2015-05-07,BF-10975,Stackable Trays,Furniture,South,4.928,0.7392
CA-2015-116750,2015-05-07,BF-10975,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,South,7.23,-5.784
CA-2017-108441,2017-12-06,SB-20170,"TOPS Voice Message Log Book, Flash Format",Office Supplies,East,19.04,9.3296
CA-2017-108441,2017-12-06,SB-20170,Angle-D Ring Binders,Office Supplies,East,13.128,4.2666
CA-2017-108441,2017-12-06,SB-20170,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,East,64.14,16.6764
CA-2017-108441,2017-12-06,SB-20170,Safco Contoured Stacking Chairs,Furniture,East,858.24,143.04
CA-2014-131002,2014-07-09,TB-21400,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,Central,57.69,23.6529
CA-2014-131002,2014-07-09,TB-21400,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Central,42.81,20.1207
CA-2014-131002,2014-07-09,TB-21400,Xerox 2000,Office Supplies,Central,12.96,6.2208
CA-2014-131002,2014-07-09,TB-21400,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Central,821.88,213.6888
CA-2014-131002,2014-07-09,TB-21400,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Central,104.85,28.3095
CA-2016-164784,2016-01-05,HF-14995,Avery 499,Office Supplies,South,3.984,1.2948
CA-2016-164784,2016-01-05,HF-14995,Bevis 44 x 96 Conference Tables,Furniture,South,370.62,-142.071
CA-2016-164784,2016-01-05,HF-14995,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,South,2.742,-2.0108
CA-2016-111794,2016-01-10,HG-15025,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Central,79.512,20.8719
CA-2016-111794,2016-01-10,HG-15025,Easy-staple paper,Office Supplies,Central,28.352,9.5688
CA-2014-126403,2014-09-09,RR-19525,Xerox 1913,Office Supplies,East,166.44,79.8912
CA-2014-126403,2014-09-09,RR-19525,Global Italian Leather Office Chair,Furniture,East,785.88,212.1876
CA-2014-126403,2014-09-09,RR-19525,Advantus Motivational Note Cards,Office Supplies,East,26.2,12.838
CA-2014-126403,2014-09-09,RR-19525,Tennsco 6- and 18-Compartment Lockers,Office Supplies,East,1325.85,238.653
CA-2017-136875,2017-03-12,TC-21295,Xerox 1888,Office Supplies,West,166.44,79.8912
CA-2016-133123,2016-06-09,KB-16315,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Office Supplies,South,95.952,29.985
CA-2016-133123,2016-06-09,KB-16315,Pressboard Data Binders by Wilson Jones,Office Supplies,South,3.204,-2.4564
US-2016-128195,2016-04-08,RA-19285,Ibico Presentation Index for Binding Systems,Office Supplies,Central,3.98,-6.567
CA-2015-153220,2015-12-11,YC-21895,"Adams ""While You Were Out"" Message Pads",Office Supplies,West,15.7,7.065
CA-2017-156412,2017-04-12,CM-12160,Storex Dura Pro Binders,Office Supplies,East,5.346,-4.455
CA-2016-161662,2016-07-02,BE-11410,Xerox 1912,Office Supplies,East,30.352,10.6232
CA-2017-156818,2017-11-07,JD-16015,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,East,132.6,17.238
US-2015-120572,2015-11-12,GH-14425,Acco D-Ring Binder w/DublLock,Office Supplies,South,12.828,-8.9796
CA-2017-132430,2017-09-10,CP-12085,Nu-Dell Leatherette Frames,Furniture,East,45.888,9.1776
CA-2015-103723,2015-01-12,BT-11305,Prang Drawing Pencil Set,Office Supplies,West,13.9,5.56
CA-2014-127187,2014-04-12,CP-12085,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,East,129.98,62.3904
CA-2014-100006,2014-07-09,DK-13375,AT&T EL51110 DECT,Technology,East,377.97,109.6113
CA-2014-110030,2014-06-12,LF-17185,12-1/2 Diameter Round Wall Clock,Furniture,Central,23.976,-14.3856
CA-2014-121286,2014-04-11,ON-18715,OIC Bulk Pack Metal Binder Clips,Office Supplies,South,8.376,2.7222
CA-2014-121286,2014-04-11,ON-18715,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,South,58.24,5.096
CA-2014-153479,2014-04-10,DF-13135,Avery 512,Office Supplies,West,14.45,6.7915
CA-2014-153479,2014-04-10,DF-13135,GBC Recycled Regency Composition Covers,Office Supplies,West,95.648,31.0856
CA-2017-149888,2017-07-11,EP-13915,Jabra Supreme Plus Driver Edition Headset,Technology,East,359.97,-71.994
CA-2017-149888,2017-07-11,EP-13915,Bevis Rectangular Conference Tables,Furniture,East,350.352,-140.1408
CA-2014-107594,2014-02-07,EH-13945,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,East,73.98,19.9746
CA-2014-107594,2014-02-07,EH-13945,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,East,5.58,2.1762
CA-2014-149244,2014-04-11,MS-17530,"Executive Impressions 12"" Wall Clock",Furniture,West,35.34,13.4292
CA-2017-163321,2017-07-08,FM-14380,Logitech G700s Rechargeable Gaming Mouse,Technology,South,79.992,21.9978
CA-2014-155887,2014-12-05,KT-16480,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,East,700.056,-130.0104
CA-2015-110247,2015-04-12,RH-19555,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,South,8.226,-6.0324
US-2014-141257,2014-08-06,CS-11950,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,West,585.552,73.194
CA-2014-154669,2014-08-08,TM-21010,Advantus Rolling Drawer Organizers,Office Supplies,West,423.28,110.0528
CA-2016-127775,2016-11-06,ES-14020,Razer Kraken PRO Over Ear PC and Music Headset,Technology,East,239.97,71.991
CA-2016-146171,2016-11-03,JP-16135,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,South,76.92,31.5372
CA-2016-146171,2016-11-03,JP-16135,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,South,481.32,125.1432
CA-2017-126536,2017-12-10,NK-18490,Maxell 4.7GB DVD-R 5/Pack,Technology,West,0.99,0.4356
CA-2017-126536,2017-12-10,NK-18490,Canvas Sectional Post Binders,Office Supplies,West,101.84,36.917
US-2015-122140,2015-02-04,MO-17950,APC 7 Outlet Network SurgeArrest Surge Protector,Office Supplies,Central,32.192,-80.48
US-2015-122140,2015-02-04,MO-17950,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Central,50.12,-0.6265
US-2015-122140,2015-02-04,MO-17950,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Central,47.976,1.7991
CA-2016-163986,2016-03-09,JJ-15445,Crate-A-Files,Office Supplies,Central,54.5,14.17
CA-2017-158967,2017-10-12,BT-11680,Staple-based wall hangings,Furniture,South,19.104,5.7312
CA-2017-143455,2017-11-11,ML-17755,Xerox 222,Office Supplies,East,10.368,3.6288
CA-2017-167668,2017-06-05,TC-21295,Avery 505,Office Supplies,East,59.2,29.6
CA-2016-139878,2016-11-11,LD-17005,Digium D40 VoIP phone,Technology,Central,257.98,74.8142
US-2016-106677,2016-05-11,AS-10285,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,East,23.988,-15.992
CA-2016-116974,2016-09-10,MP-17965,Mediabridge Sport Armband iPhone 5s,Technology,East,23.976,-15.5844
US-2014-117744,2014-02-12,MD-17860,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Central,58.36,-24.803
US-2014-117744,2014-02-12,MD-17860,Newell 343,Office Supplies,Central,16.464,1.4406
US-2014-117744,2014-02-12,MD-17860,12-1/2 Diameter Round Wall Clock,Furniture,Central,39.96,-23.976
CA-2014-154599,2014-12-04,KN-16450,Pyle PMP37LED,Technology,West,1075.088,94.0702
CA-2014-154599,2014-12-04,KN-16450,AT&T 1080 Corded phone,Technology,West,438.368,38.3572
CA-2014-154599,2014-12-04,KN-16450,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,West,18.088,6.5569
CA-2014-154599,2014-12-04,KN-16450,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,West,308.499,-18.147
US-2015-110163,2015-01-11,GA-14725,Lumber Crayons,Office Supplies,West,7.88,1.773
CA-2017-143329,2017-03-11,DL-13330,9-3/4 Diameter Round Wall Clock,Furniture,West,41.37,17.3754
CA-2015-159380,2015-12-05,CS-12505,Xerox 1962,Office Supplies,West,12.84,5.778
CA-2015-159380,2015-12-05,CS-12505,Xerox 1953,Office Supplies,West,25.68,11.556
CA-2015-122623,2015-07-09,CC-12145,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Central,47.516,-2.0364
CA-2015-104626,2015-01-09,DR-12940,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,East,114.6,51.57
CA-2015-104626,2015-01-09,DR-12940,"Global Value Steno Chair, Gray",Furniture,East,60.74,15.185
CA-2015-104626,2015-01-09,DR-12940,Deflect-o Glass Clear Studded Chair Mats,Furniture,East,124.36,27.3592
CA-2015-104626,2015-01-09,DR-12940,Adjustable Depth Letter/Legal Cart,Office Supplies,East,1088.76,315.7404
CA-2016-160500,2016-05-05,DM-13015,Computer Printout Index Tabs,Office Supplies,West,6.72,2.352
CA-2016-160500,2016-05-05,DM-13015,Bevis 36 x 72 Conference Tables,Furniture,West,298.776,7.4694
CA-2014-148915,2014-01-11,ND-18370,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,West,443.92,-94.333
CA-2014-148915,2014-01-11,ND-18370,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,West,155.976,54.5916
CA-2017-110842,2017-11-11,GA-14725,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,West,10.89,2.8314
CA-2017-110842,2017-11-11,GA-14725,Xerox 201,Office Supplies,West,19.44,9.3312
CA-2017-110842,2017-11-11,GA-14725,Ibico Plastic Spiral Binding Combs,Office Supplies,West,121.6,39.52
CA-2016-147368,2016-09-06,TC-21295,Cisco CP-7937G Unified IP Conference Station Phone,Technology,South,695.7,-27.828
US-2015-104185,2015-03-09,JB-15400,Iceberg Mobile Mega Data/Printer Cart ,Office Supplies,East,120.33,31.2858
CA-2017-152093,2017-10-09,SN-20560,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Central,762.594,-1143.891
CA-2017-157854,2017-08-04,DM-13345,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,South,56.28,15.7584
CA-2017-157854,2017-08-04,DM-13345,GBC DocuBind TL300 Electric Binding System,Office Supplies,South,2690.97,1264.7559
US-2016-128293,2016-02-06,KC-16255,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,East,64.784,-12.9568
CA-2017-106537,2017-12-08,RH-19495,Xerox 2000,Office Supplies,South,20.736,7.2576
CA-2016-115588,2016-10-11,AF-10885,Staple remover,Office Supplies,East,14.72,-3.312
CA-2016-115588,2016-10-11,AF-10885,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,East,38.976,-2.436
CA-2017-143861,2017-12-06,LC-16885,Dana Swing-Arm Lamps,Furniture,South,17.088,1.068
CA-2016-130799,2016-11-11,BK-11260,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,West,6.96,2.2272
CA-2017-164049,2017-02-11,KH-16630,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,West,23.85,10.7325
US-2016-164630,2016-04-01,EB-13975,Hewlett Packard 310 Color Digital Copier,Technology,South,959.968,119.996
CA-2015-166464,2015-12-09,PG-18895,Hewlett Packard 310 Color Digital Copier,Technology,East,479.984,59.998
CA-2015-166464,2015-12-09,PG-18895,Avery 520,Office Supplies,East,12.6,6.048
CA-2017-124898,2017-11-09,DB-12910,Xerox 1935,Office Supplies,South,184.66,84.9436
CA-2016-164035,2016-12-06,CR-12730,Xerox 1978,Office Supplies,Central,23.12,8.381
CA-2017-121615,2017-03-11,DL-12925,Xerox 1971,Office Supplies,Central,8.56,3.852
CA-2017-121615,2017-03-11,DL-12925,Sterilite Officeware Hinged File Box,Office Supplies,Central,52.4,14.148
CA-2017-121615,2017-03-11,DL-12925,Avery 513,Office Supplies,Central,14.94,6.8724
CA-2015-118444,2015-05-11,VD-21670,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,South,387.136,24.196
CA-2015-134747,2015-12-10,DL-12925,AT&T 17929 Lendline Telephone,Technology,Central,135.72,35.2872
CA-2015-134747,2015-12-10,DL-12925,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Central,12.56,5.652
CA-2015-134747,2015-12-10,DL-12925,Samsung Rugby III,Technology,Central,263.96,71.2692
CA-2014-157721,2014-02-09,JM-16195,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,East,19.9,8.955
CA-2014-157721,2014-02-09,JM-16195,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,East,70.71,4.9497
CA-2017-128629,2017-10-07,BP-11155,"Eldon 200 Class Desk Accessories, Smoke",Furniture,South,18.84,7.9128
CA-2017-158106,2017-04-06,CT-11995,Newell 346,Office Supplies,Central,8.64,2.5056
CA-2015-168564,2015-08-08,TT-21220,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,West,6.608,2.2302
CA-2015-168564,2015-08-08,TT-21220,Presstex Flexible Ring Binders,Office Supplies,West,7.28,2.73
CA-2015-168564,2015-08-08,TT-21220,Global Ergonomic Managers Chair,Furniture,West,144.784,10.8588
US-2016-169040,2016-06-12,GT-14710,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,West,156.792,13.7193
US-2016-169040,2016-06-12,GT-14710,Google Nexus 5,Technology,West,431.976,26.9985
US-2016-169040,2016-06-12,GT-14710,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,West,35.89,16.1505
US-2016-169040,2016-06-12,GT-14710,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,West,47.208,15.3426
US-2016-169040,2016-06-12,GT-14710,Xerox 1880,Office Supplies,West,248.08,116.5976
US-2016-169040,2016-06-12,GT-14710,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,West,189.7,89.159
US-2016-169040,2016-06-12,GT-14710,GBC Standard Therm-A-Bind Covers,Office Supplies,West,59.808,19.4376
CA-2016-166443,2016-04-11,LH-17020,Advantus Panel Wall Acrylic Frame,Furniture,West,38.29,16.4647
CA-2017-134915,2017-12-11,EM-14140,Memorex Micro Travel Drive 8 GB,Technology,West,41.6,13.0
CA-2017-134915,2017-12-11,EM-14140,Xerox 1978,Office Supplies,West,23.12,8.381
CA-2017-134915,2017-12-11,EM-14140,Harbour Creations 67200 Series Stacking Chairs,Furniture,West,113.888,9.9652
CA-2017-134915,2017-12-11,EM-14140,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",Furniture,West,113.568,-5.6784
CA-2017-134915,2017-12-11,EM-14140,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,West,7.92,0.693
CA-2017-134915,2017-12-11,EM-14140,Samsung Galaxy Mega 6.3,Technology,West,671.984,50.3988
CA-2017-168900,2017-04-05,SH-20395,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,East,2.313,-1.9275
CA-2017-167941,2017-06-11,JF-15565,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,South,499.584,43.7136
CA-2017-167941,2017-06-11,JF-15565,Xerox 220,Office Supplies,South,31.104,10.8864
CA-2017-167941,2017-06-11,JF-15565,Avery Durable Poly Binders,Office Supplies,South,13.272,-10.6176
